Ticker,Stock,Secteur,Pays,Bourse de valeurs,Devise de marché,roe,de_ratio,roic,roe_avg_3y,roe_std_3y,roic_avg_3y,roic_std_3y,roic_persist_6y,roe_persist_6y,roic_downside_6y,roe_downside_6y,years_roic_6y,net_margin,revenue_growth_3y,assets_to_equity
"DLX","DELIGNIT AG","","Allemagne","XETR","EUR","12.63","2.18","6.82","8.54","4.15","5.67","1.06","0","1","0.70","6.07","6","3.85","-1.36","NaN"
"MCK","MCKESSON CORPORATION","","Allemagne","XETR","EUR","-403.40","-10.33","22.18","-273.14","112.86","19.58","2.31","4","0","6.49","289.69","6","1.26","14.27","NaN"
"EWL","EDWARDS LIFESCIENCES CORPORATION","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"NCH2","THYSSENKRUPP NUCERA AG & CO. KGAA","","Allemagne","XETR","EUR","0.61","0.04","-0.06","2.36","2.33","-0.12","4.41","0","0","4.91","2.47","6","0.54","13.08","NaN"
"TII","TEXAS INSTRUMENTS INC","","Allemagne","XETR","EUR","-2.24","6.97","8.55","107.89","155.75","10.98","3.44","1","1","2.43","110.13","2","-0.10","15.45","NaN"
"GFG","GLOBAL FASHION GROUP S.A.","","Allemagne","XETR","EUR","-3.79","0.00","-4.85","-13.29","17.70","-3.96","0.80","0","0","0.67","17.85","6","","","NaN"
"DOU","DOUGLAS AG","","Allemagne","XETR","EUR","840.21","0.00","-205.72","116.15","629.35","-427.77","283.27","0","1","1706.33","132.51","6","-314.52","-9.54","NaN"
"CRU","CIRRUS LOGIC INC.","","Allemagne","XETR","EUR","5.34","1.02","-1.16","2.13","9.80","4.23","5.56","0","0","3.09","10.17","6","2.14","-7.96","NaN"
"SZU","SÃ¼DZUCKER AG","","Allemagne","XETR","EUR","","0.62","","","","","","","","","","0","","","NaN"
"DCO","DEERE & COMPANY","","Allemagne","XETR","EUR","-5.56","0.52","5.33","0.65","5.48","4.92","0.43","0","1","0.38","6.42","6","-4.53","4.39","NaN"
"SY1","SYMRISE AG","","Allemagne","XETR","EUR","6.53","0.70","6.49","9.50","2.99","6.86","1.06","0","3","0.98","3.08","6","5.14","2.08","NaN"
"ZURN","ZURICH INSURANCE GROUP AG","","Suisse","SIX","CHF","25.22","0.52","1.97","22.77","2.77","1.80","0.18","0","5","0.24","5.12","4","8.12","6.55","NaN"
"GFT","GFT TECHNOLOGIES SE","","Allemagne","XETR","EUR","12.31","0.56","6.22","17.45","4.82","8.97","2.49","0","5","3.65","7.92","6","3.70","5.26","NaN"
"FRE","FRESENIUS SE & CO. KGAA","","Allemagne","XETR","EUR","6.66","0.60","4.10","0.53","6.66","2.88","1.64","0","0","1.93","8.27","6","5.83","1.28","NaN"
"EDC","CONSOLIDATED EDISON, INC.","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"WST","WINGSTOP INC.","","Allemagne","XETR","EUR","16.85","0.10","17.36","18.63","2.37","19.53","3.36","6","6","3.12","2.37","6","16.06","2.09","NaN"
"CLH","CARDINAL HEALTH INC.","","Allemagne","XETR","EUR","14.70","1.11","8.48","16.50","1.72","9.09","0.56","0","5","1.52","3.41","6","6.48","5.59","NaN"
"FRA","FRAPORT AG FRANKFURT AIRPORT SERVICES WORLDWIDE","","Allemagne","XETR","EUR","5.52","0.27","","9.22","4.11","","","","1","","5.25","0","98.71","-37.35","NaN"
"G24","SCOUT24 SE","","Allemagne","XETR","EUR","16.50","0.10","11.27","13.52","2.69","9.37","1.69","0","3","1.96","5.25","6","36.95","12.95","NaN"
"MRK","MERCK KGAA","","Allemagne","XETR","EUR","36.88","0.94","20.13","26.19","21.99","14.24","10.74","4","5","11.49","20.59","6","28.09","3.99","NaN"
"MRX","MISTER SPEX SE","","Allemagne","XETR","EUR","27.47","8.10","5.21","23.93","4.10","5.14","0.08","0","4","1.52","5.65","5","8.48","24.22","NaN"
"ETG","ENVITEC BIOGAS AG","","Allemagne","XETR","EUR","19.49","0.21","","19.70","7.67","","","","4","","26.06","0","99.62","45.87","NaN"
"MTX","MTU AERO ENGINES AG","","Allemagne","XETR","EUR","-0.79","0.55","7.40","4.80","5.34","7.69","0.38","0","0","0.54","5.17","6","-0.68","-2.27","NaN"
"MUB","MÃ¼HLBAUER HOLDING AG","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"GME","GERATHERM MEDICAL AG","","Allemagne","XETR","EUR","8.07","0.80","19.67","4.25","3.79","5.74","12.07","1","0","8.02","28.02","6","11.53","-17.03","NaN"
"EVAC","ELECTROVAC AG","","Allemagne","XETR","EUR","3.94","0.00","-0.24","3.94","","-0.24","","0","0","","","1","","","NaN"
"MED","MEDICLIN AG","","Allemagne","XETR","EUR","-9.13","0.05","-13.13","15.89","34.91","19.84","45.04","4","4","72.04","53.02","6","-4.84","-40.01","NaN"
"CON","CONTINENTAL AG","","Allemagne","XETR","EUR","48.07","5.00","10.67","27.85","18.37","10.43","0.22","0","4","0.73","6.11","4","7.99","8.49","NaN"
"GLO","GLOBAL PAYMENTS INC.","","Allemagne","XETR","EUR","17.68","0.25","","12.41","16.61","","","","3","","40.74","0","95.86","","NaN"
"EIF","MEDNATION AG","","Allemagne","XETR","EUR","10.56","1.38","6.31","10.16","0.90","6.36","0.33","0","1","1.82","3.40","6","5.11","14.54","NaN"
"FTK","FLATEXDEGIRO SE","","Allemagne","XETR","EUR","26.90","0.44","14.91","27.97","18.79","6.70","9.91","1","2","105.85","240.75","6","12.87","12.32","NaN"
"SYK","STRYKER CORPORATION","","Allemagne","XETR","EUR","15.08","0.71","9.85","16.11","1.62","10.68","1.01","0","6","1.82","1.68","6","12.92","10.69","NaN"
"GLW","CORNING INCORPORATED","","Allemagne","XETR","EUR","14.90","0.76","7.71","8.48","5.56","4.66","2.66","0","2","1.49","3.56","6","11.15","11.43","NaN"
"MTO","METTLER-TOLEDO INTERNATIONAL INC.","","Allemagne","XETR","EUR","18.80","1.04","11.83","24.03","5.22","13.86","2.41","3","5","8.57","13.43","6","1.61","12.43","NaN"
"EVD","CTS EVENTIM AG & CO. KGAA","","Allemagne","XETR","EUR","25.12","0.10","7.82","28.86","3.45","9.11","1.49","0","5","9.72","26.89","6","9.89","14.26","NaN"
"CPA","COLGATE-PALMOLIVE COMPANY","","Allemagne","XETR","EUR","26.09","0.83","12.57","27.20","1.19","13.15","0.99","3","4","10.29","43.94","6","18.56","2.30","NaN"
"MS51","SUPER MICRO COMPUTER INC","","Allemagne","XETR","EUR","19.18","0.76","17.02","28.90","9.28","24.00","6.46","4","4","7.19","9.71","6","4.77","75.63","NaN"
"EVK","EVONIK INDUSTRIES AG","","Allemagne","XETR","EUR","3.21","0.47","2.51","0.45","4.30","1.37","1.56","0","0","2.01","5.23","6","1.97","-4.00","NaN"
"EVT","EVOTEC SE","","Allemagne","XETR","EUR","9.40","0.22","","11.70","14.96","","","","2","","11.15","0","99.26","","NaN"
"UBSGE","UBS GROUP AG","","Suisse","SIX","CHF","9.86","3.71","","17.74","17.76","","","","3","","3.88","0","16.49","10.03","NaN"
"GIL","DMG MORI AKTIENGESELLSCHAFT","","Allemagne","XETR","EUR","15.90","1.30","10.37","22.39","6.02","15.00","4.20","4","5","11.36","23.85","6","11.02","6.42","NaN"
"CNP","INGREDION INCORPORATED","","Allemagne","XETR","EUR","9.64","2.06","4.08","9.65","0.36","4.02","0.14","0","1","0.42","11.03","6","11.24","3.73","NaN"
"GMM","GRAMMER AG","","Allemagne","XETR","EUR","-35.92","0.06","3.58","18.00","47.44","29.66","32.43","3","4","21.15","56.31","6","-34.50","44.24","NaN"
"GIS","GILEAD SCIENCES INC.","","Allemagne","XETR","EUR","-1.03","1.89","4.83","16.10","14.84","7.95","2.79","0","5","2.31","14.74","6","-0.46","-3.67","NaN"
"FSNT","FASHIONETTE AG","","Allemagne","XETR","EUR","41.13","0.93","6.93","18.03","22.26","5.48","8.19","1","2","10.26","19.52","3","6.13","79.76","NaN"
"MUX","MUTARES SE & CO. KGAA","","Allemagne","XETR","EUR","6.61","0.23","-1.41","1.86","9.21","-4.19","4.71","0","0","3.92","18.46","6","17.43","9.01","NaN"
"DUKE","DUKE ENERGY CORPORATION","","Autriche","VSE","EUR","6.24","0.57","","4.82","3.18","","","","3","","5.90","0","63.25","-4.49","NaN"
"ENR","SIEMENS ENERGY AG","","Allemagne","XETR","EUR","156.36","20.79","10.70","86.89","67.30","8.61","1.98","0","4","1.25","84.57","6","8.09","-0.12","NaN"
"CGD","CNX RESOURCES CORPORATION","","Allemagne","XETR","EUR","21.23","0.00","-12.15","11.96","13.84","-9.86","2.71","0","3","4.03","12.02","6","","","NaN"
"DTE","DEUTSCHE TELEKOM AG","","Allemagne","XETR","EUR","12.18","2.14","4.68","12.51","0.45","4.29","0.67","0","3","0.71","1.97","6","9.24","11.39","NaN"
"WOLF","META WOLF AG","","Allemagne","XETR","EUR","","1.93","","-404.44","474.35","-6.20","0.65","0","0","1.54","506.67","5","","-6.14","NaN"
"LLY","ELI LILLY AND COMPANY","","Allemagne","XETR","EUR","101.16","1.60","33.32","77.95","26.93","26.04","7.00","6","6","1.90","20.51","6","31.67","38.20","NaN"
"NMM","NEWMONT CORPORATION","","Allemagne","XETR","EUR","8.85","0.48","5.15","12.77","4.06","5.97","0.72","0","4","2.79","15.00","6","21.23","1.42","NaN"
"LXS","LANXESS AG","","Allemagne","XETR","EUR","-14.24","0.70","-0.33","-2.72","12.13","-0.10","0.48","0","1","2.13","13.80","6","-10.15","-8.08","NaN"
"MBB","MBB SE","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"CDW","CDW CORPORATION","","Allemagne","XETR","EUR","43.02","2.22","11.53","50.88","8.92","12.31","0.78","5","6","1.09","12.22","6","4.76","2.42","NaN"
"MOB","MONSTER BEVERAGE CORPORATION","","Allemagne","XETR","EUR","-369.22","0.05","-326.89","-187.68","162.04","-227.98","89.67","0","0","122.92","145.45","6","-705.36","23.82","NaN"
"1170","ARISTA NETWORKS INC.","","Allemagne","XETR","EUR","-7.00","0.01","-8.02","-2.86","4.35","-6.89","1.93","0","0","1.26","4.58","6","-11.86","-6.15","NaN"
"CXM","CHEMED CORPORATION","","Allemagne","XETR","EUR","3.80","0.08","3.52","10.33","7.71","3.64","1.19","0","1","9.79","19.18","6","2.67","8.19","NaN"
"GTY","GATEWAY REAL ESTATE AG","","Allemagne","XETR","EUR","7.79","0.94","4.09","7.40","0.39","4.13","0.03","0","0","0.06","1.02","6","35.72","9.23","NaN"
"XPH","AMPHENOL CORPORATION","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"NKE","NIKE, INC. - CLASS B","","Allemagne","XETR","EUR","22.14","0.74","15.52","28.51","10.05","20.85","8.32","6","6","11.04","12.07","6","6.70","-4.96","NaN"
"FAS","FASTENAL CO.","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"ENQ","ENTEGRIS, INC.","","Allemagne","XETR","EUR","0.29","2.04","3.62","4.17","13.10","5.17","1.35","0","2","4.03","295.66","6","0.14","-13.29","NaN"
"FFH","FIFTH THIRD BANCORP","","Allemagne","XETR","EUR","15.17","0.48","5.17","17.60","2.46","5.15","0.02","0","5","0.01","9.97","2","17.38","8.55","NaN"
"GDX","GENERAL DYNAMICS CORPORATION","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"CEC","CECONOMY AG","","Allemagne","XETR","EUR","-6.80","5.23","2.63","0.64","13.05","2.91","0.79","0","3","0.52","26.48","6","-0.15","1.85","NaN"
"CVS","CVS HEALTH CORPORATION","","Allemagne","XETR","EUR","2.29","1.06","3.65","6.53","4.52","4.01","1.04","0","0","1.32","3.85","6","0.43","6.01","NaN"
"FEV","FORTEC ELEKTRONIK AG","","Allemagne","XETR","EUR","14.45","0.01","","10.40","8.46","","","","3","","11.10","0","98.84","6.20","NaN"
"GRG","GRANITE CONSTRUCTION INCORPORATED","","Allemagne","XETR","EUR","-22.13","0.00","-57.05","-82.15","65.24","-74.43","21.45","0","0","222.35","69.30","6","","","NaN"
"CHG","CHAPTERS GROUP AG","","Allemagne","XETR","EUR","13.06","0.40","8.29","8.39","6.20","7.59","0.72","0","3","0.71","5.87","6","9.69","2.60","NaN"
"FME","FRESENIUS MEDICAL CARE AG","","Allemagne","XETR","EUR","7.93","0.76","4.87","5.87","1.78","3.85","0.88","0","0","0.70","1.85","6","6.07","0.45","NaN"
"WMT","WALMART INC.","","Allemagne","XETR","EUR","21.85","0.63","10.83","20.63","1.74","11.14","0.48","0","6","2.39","2.79","6","3.12","4.90","NaN"
"DAR","DATRON AG","","Allemagne","XETR","EUR","1.52","0.87","3.30","7.71","7.05","3.80","1.93","0","3","2.00","7.66","6","1.15","-4.93","NaN"
"DSG","DICK'S SPORTING GOODS, INC.","","Allemagne","XETR","EUR","10.90","0.01","10.90","10.58","0.57","10.88","0.27","0","0","2.67","2.42","6","22.46","12.80","NaN"
"LRND","LEARND SE","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"WMB","THE WILLIAMS COMPANIES, INC.","","Allemagne","XETR","EUR","18.56","1.96","5.90","19.06","3.55","5.78","0.83","0","4","0.75","8.52","6","23.16","4.67","NaN"
"DBK","DEUTSCHE BANK AG","","Allemagne","XETR","EUR","8.94","2.05","","6.71","2.20","","","","0","","2.90","0","22.24","5.43","NaN"
"FPE","FUCHS SE","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"NESR","NESTLÃ© S.A.","","Allemagne","XETR","EUR","5.45","0.34","5.87","5.27","3.64","5.43","2.48","0","0","2.90","6.27","6","3.86","7.49","NaN"
"GAP","THE GAP, INC.","","Allemagne","XETR","EUR","23.10","1.48","9.51","24.24","4.12","8.45","2.16","0","3","8.42","27.25","6","5.31","1.59","NaN"
"EMH","PFERDEWETTEN.DE AG","","Allemagne","XETR","EUR","-23.90","0.03","-7.60","-16.92","7.15","-9.47","5.33","0","1","10.19","7.04","6","","","NaN"
"NEM","NEMETSCHEK SE","","Allemagne","XETR","EUR","22.34","0.16","13.24","7.87","16.51","7.48","6.01","1","1","2.76","10.92","6","31.62","38.53","NaN"
"MMM","3M COMPANY","","Allemagne","XETR","EUR","75.50","2.65","12.24","33.34","90.98","2.06","16.24","3","5","16.25","65.45","6","13.08","-12.63","NaN"
"WDC","WESTERN DIGITAL CORP","","Allemagne","XETR","EUR","130.85","0.12","40.55","48.89","72.52","17.26","20.74","1","3","7.54","17.51","6","72.95","-0.32","NaN"
"FIE","FIELMANN GROUP AG","","Allemagne","XETR","EUR","","","","","","","","","","","","0","","","NaN"
"CTO","COSTCO WHOLESALE CORPORATION","","Allemagne","XETR","EUR","1.71","1.09","2.72","0.83","1.08","1.81","1.01","0","1","0.62","1.14","6","6.75","17.07","NaN"
"EMR","EMERSON ELECTRIC CO.","","Allemagne","XETR","EUR","9.40","0.68","7.11","26.05","30.74","6.87","0.37","1","4","0.58","12.91","6","12.47","9.00","NaN"
"GCP","GENERAL ELECTRIC COMPANY","","Allemagne","XETR","EUR","2.08","0.02","","2.44","0.62","","","","1","","1.62","0","85.91","-20.19","NaN"
"NFC","NETFLIX, INC.","","Allemagne","XETR","EUR","-5.85","-1.17","10.01","151.27","280.21","8.69","3.89","0","1","2.85","12.24","4","0.41","49.20","NaN"
"CGX","CGRE AG","","Allemagne","XETR","EUR","62.48","-22.56","3.03","8.21","123.45","3.54","1.10","0","3","7.70","1519.51","6","-2.90","-3.82","NaN"
"GEBN","GEBERIT AG","","Suisse","SIX","CHF","42.41","0.89","18.96","43.92","1.57","19.46","0.65","6","6","1.08","4.96","6","18.90","1.27","NaN"
"NDX1","NORDEX SE","","Allemagne","XETR","EUR","24.07","0.38","10.24","-2.56","28.51","3.13","6.81","0","1","6.18","18.95","6","3.63","7.89","NaN"
"RIEN","RIETER HOLDING AG","","Suisse","SIX","CHF","-10.65","0.35","-1.54","4.03","15.42","1.04","2.87","0","1","5.31","18.23","6","-9.25","-30.51","NaN"
"GALE","GALENICA AG","","Suisse","SIX","CHF","12.00","0.16","7.14","15.04","5.16","7.00","0.13","0","6","0.22","1.66","6","4.41","5.07","NaN"
"COTN","COMET HOLDING AG","","Suisse","SIX","CHF","","","","","","","","","","","","0","","","NaN"
"HUBN","HUBER+SUHNER AG","","Suisse","SIX","CHF","11.25","0.00","18.38","11.11","0.40","16.86","1.55","6","2","1.69","1.49","6","8.66","0.76","NaN"
"GALD","GALDERMA GROUP AG","","Suisse","SIX","CHF","7.69","0.34","7.02","3.38","4.38","4.62","2.24","0","0","1.71","4.57","3","11.70","12.83","NaN"
"SCHP","SCHINDLER HOLDING AG PARTICIPATION CERTIFICATE","","Suisse","SIX","CHF","","","","","","","","","","","","0","","","NaN"
"MOZN","MOBILEZONE HOLDING AG","","Suisse","SIX","CHF","-59.56","0.00","30.42","148.22","191.84","24.32","10.03","6","5","10.99","120.96","6","-2.94","-5.26","NaN"
"BIE26","CITY OF BIEL BIENNE 1 03/03/36","","Suisse","SIX","CHF","","","","","","","","","","","","0","","","NaN"
"KSL26","LUZERNER KANTONSSPITAL AG","","Suisse","SIX","CHF","","","","","","","","","","","","0","","","NaN"
"AVOL","AVOLTA AG","","Suisse","SIX","CHF","14.83","5.58","5.33","12.56","2.23","5.36","0.38","0","3","9.63","181.02","6","2.42","4.56","NaN"
"BANB","BACHEM HOLDING AG","","Suisse","SIX","CHF","10.44","0.00","8.40","9.43","0.88","8.52","0.98","2","2","2.37","0.83","6","21.41","9.73","NaN"
"IDIA","IDORSIA LTD","","Suisse","SIX","CHF","9.51","-1.11","-16.72","23.42","13.54","-48.42","34.43","0","3","30.16","127.84","6","-50.64","20.31","NaN"
"TEMN","TEMENOS AG","","Suisse","SIX","CHF","50.25","1.69","7.86","32.82","15.34","6.91","1.10","0","6","1.80","7.27","6","25.72","4.43","NaN"
"IMPN","IMPLENIA AG","","Suisse","SIX","CHF","12.01","0.00","2.73","17.98","7.79","3.37","0.62","0","5","6.93","35.39","6","2.44","-1.70","NaN"
"VONN","VONTOBEL HOLDING AG","","Suisse","SIX","CHF","11.90","1.14","","11.55","0.98","","","","3","","1.08","0","19.69","4.22","NaN"
"PLA26","PLAZZA AG","","Suisse","SIX","CHF","","","","","","","","","","","","0","","","NaN"
"ROSE","ZUR ROSE GROUP AG","","Suisse","SIX","CHF","-35.88","0.71","-12.28","-13.35","30.27","-10.67","2.32","0","1","2.90","10.33","6","-11.95","7.70","NaN"
"PSPN","PSP SWISS PROPERTY AG","","Suisse","SIX","CHF","7.39","0.60","2.40","6.14","1.88","2.40","0.18","0","1","0.14","1.63","6","114.44","-1.56","NaN"
"PPGN","POLYPEPTIDE GROUP AG","","Suisse","SIX","CHF","-6.07","0.38","1.01","-8.21","4.40","-1.63","3.15","1","2","24.65","7.38","6","-5.40","9.85","NaN"
"SDZ","SANDOZ GROUP AG","","Suisse","SIX","CHF","10.42","0.61","6.03","3.78","5.77","2.92","2.69","0","0","1.90","4.87","4","8.19","5.74","NaN"
"AMG262","AMAG LEASING AG","","Suisse","SIX","CHF","","","","","","","","","","","","0","","","NaN"
"RSGN","R&S GROUP HOLDING AG","","Suisse","SIX","CHF","391.89","0.00","41.41","236.65","186.88","42.08","2.69","3","4","58.61","24.13","6","14.01","38.29","NaN"
"SANN","SANTHERA PHARMACEUTICALS HOLDING AG","","Suisse","SIX","CHF","-620.02","-4.14","-24.16","-13.95","650.86","0.13","39.56","1","4","10.32","742.62","6","-63.79","-13.61","NaN"
"FHZN","FLUGHAFEN ZÃ¼RICH AG","","Suisse","SIX","CHF","11.33","0.54","7.31","11.25","0.13","7.08","0.36","0","0","5.04","9.33","6","25.46","4.93","NaN"
"SCMN","SWISSCOM AG","","Suisse","SIX","CHF","10.41","0.30","4.40","12.79","2.30","5.85","1.69","0","5","1.78","2.75","6","8.44","16.58","NaN"
"AMRZE","AMRIZE LTD","","Suisse","SIX","CHF","8.92","0.48","7.20","8.92","","7.20","","0","0","","","1","10.00","","NaN"
"ACLN","ACCELLERON INDUSTRIES AG","","Suisse","SIX","CHF","57.52","1.18","25.86","49.74","11.37","21.26","5.41","5","5","5.22","7.82","5","19.30","17.50","NaN"
"BBN","BELLEVUE GROUP AG","","Suisse","SIX","CHF","7.40","0.53","","6.48","4.97","","","","0","","22.37","0","99.29","-18.70","NaN"
"MOVE","MEDACTA GROUP SA","","Suisse","SIX","CHF","-942.28","-1.33","-330.18","-632.29","271.14","-537.77","221.67","0","1","408.23","392.75","6","-4222.86","","NaN"
"SGK263","ST. GALLER KANTONALBANK AG","","Suisse","SIX","CHF","","","","","","","","","","","","0","","","NaN"
"SOON","SONOVA HOLDING AG","","Suisse","SIX","CHF","16.52","0.65","11.74","21.16","4.65","11.95","0.56","3","6","0.89","4.32","6","12.19","-0.29","NaN"
"BSLN","BASILEA PHARMACEUTICA LTD","","Suisse","SIX","CHF","38.52","0.70","66.81","63.02","144.88","52.12","26.99","3","3","31.36","51.97","6","17.32","21.42","NaN"
"CMBN","CEMBRA MONEY BANK AG","","Suisse","SIX","CHF","13.65","2.10","","13.20","0.60","","","","6","","0.64","0","33.12","2.54","NaN"
"DKSH","DKSH HOLDING AG","","Suisse","SIX","CHF","11.40","0.41","10.06","11.42","0.78","9.77","0.34","0","2","0.41","1.28","6","1.91","0.02","NaN"
"AERO","MONTANA AEROSPACE AG","","Suisse","SIX","CHF","-47.16","-6.85","10.60","-53.38","19.88","12.16","2.12","1","2","11.92","27.94","5","6.56","4.42","NaN"
"SGSN","SGS SA","","Suisse","SIX","CHF","76.60","4.92","11.42","86.02","8.35","10.95","0.60","0","6","1.71","17.42","6","10.32","2.41","NaN"
"CNTL","CENTIEL AG","","Suisse","SIX","CHF","","0.04","","","","","","","","","","0","","","NaN"
"KURN","KUROS BIOSCIENCES AG","","Suisse","SIX","CHF","3.43","0.02","6.35","-7.21","10.58","-4.75","10.19","0","0","2.57","6.24","6","1.75","91.18","NaN"
"UHR","THE SWATCH GROUP AG","","Suisse","SIX","CHF","0.21","0.00","0.61","3.11","3.73","4.03","4.92","0","0","4.40","3.93","6","0.40","-10.77","NaN"
"AEVS","AEVIS VICTORIA SA","","Suisse","SIX","CHF","-4.51","1.72","-0.60","-4.66","3.25","-0.85","0.21","0","0","0.59","3.92","6","-2.14","12.04","NaN"
"KUD","KUDELSKI SA","","Suisse","SIX","CHF","-12.88","0.22","-4.49","-5.93","8.44","-6.39","5.58","0","0","6.99","5.48","6","-10.96","-5.64","NaN"
"HDD","HEIDELBERGER DRUCKMASCHINEN AG","","Suisse","SIX","CHF","2.70","0.17","2.19","3.71","3.40","2.49","1.08","0","2","1.41","25.80","6","0.65","-2.15","NaN"
"SUNN","SUNRISE COMMUNICATIONS AG","","Suisse","SIX","CHF","-2.56","1.38","0.62","-6.61","3.54","0.44","0.33","0","0","0.58","6.10","5","-3.64","-0.86","NaN"
"SRAIL","STADLER RAIL AG","","Suisse","SIX","CHF","12.35","1.10","1.91","12.20","5.22","2.26","1.42","0","4","1.77","5.00","6","2.74","0.98","NaN"
"SPSN","SWISS PRIME SITE AG","","Suisse","SIX","CHF","5.57","0.83","2.08","4.87","1.10","2.11","0.11","0","0","0.11","1.37","6","69.24","-8.09","NaN"
"SQN","SWISSQUOTE GROUP HOLDING LTD.","","Suisse","SIX","CHF","28.90","0.01","","28.14","1.37","","","","6","","4.88","0","50.65","16.67","NaN"
"VACN","VAT GROUP AG","","Suisse","SIX","CHF","27.70","0.31","19.99","26.83","1.80","20.07","0.64","6","6","2.10","3.10","6","19.96","10.12","NaN"
"DOCM","DOCMORRIS AG","","Suisse","SIX","CHF","-35.88","0.71","-12.28","-13.35","30.27","-10.67","2.32","0","1","2.90","10.33","6","-11.95","7.70","NaN"
"SIGN","SIG GROUP AG","","Suisse","SIX","CHF","-3.01","0.94","0.98","3.80","5.98","2.62","1.45","0","0","1.15","5.13","6","-2.68","0.28","NaN"
"ARBN","ARBONIA AG","","Suisse","SIX","CHF","15.69","0.24","-0.12","4.93","9.42","-0.04","0.56","0","2","0.72","3.50","6","21.12","11.25","NaN"
"NEV","NEW VENTURETEC AG","","Suisse","SIX","CHF","-59.79","0.00","-53.33","-63.94","33.49","-79.00","44.67","0","1","52.12","93.20","6","","","NaN"
"OERL","OC OERLIKON CORPORATION AG","","Suisse","SIX","CHF","-1.36","1.67","0.38","2.41","4.01","1.02","0.57","0","0","0.69","4.01","6","-0.89","-23.69","NaN"
"SFZN","SIEGFRIED HOLDING AG","","Suisse","SIX","CHF","15.98","0.00","9.34","15.80","1.88","8.69","0.89","0","5","1.56","3.96","6","12.68","2.19","NaN"
