Ticker,Stock,Secteur,Pays,Bourse de valeurs,Devise de marché,roe,de_ratio,roic,roe_avg_3y,roe_std_3y,roic_avg_3y,roic_std_3y,roic_persist_6y,roe_persist_6y,roic_downside_6y,roe_downside_6y,years_roic_6y,net_margin,revenue_growth_3y,assets_to_equity
"PUB","PUBLICIS GROUPE S.A.","","France","Euronext","EUR","15.48","0.54","8.81","15.07","1.25","8.23","0.66","0","5","1.25","3.24","6","9.55","8.42","NaN"
"OPM","OPMOBILITY SE","","France","Euronext","EUR","8.84","1.05","4.56","8.54","0.26","4.04","0.46","0","0","1.53","12.40","6","1.83","-0.48","NaN"
"NXI","NEXITY SA","","France","Euronext","EUR","-10.52","1.17","0.29","-3.96","6.22","0.78","1.29","0","1","1.85","9.75","6","-6.51","-15.64","NaN"
"TFI","TF1 GROUP","","France","Euronext","EUR","7.84","0.10","6.40","9.44","1.40","7.52","0.97","0","1","2.77","4.08","6","7.19","0.00","NaN"
"FIPP","FRONTIER IP GROUP PLC","","France","Euronext","EUR","6.96","0.01","-3.64","-2.24","8.08","-2.51","0.99","0","0","0.93","5.87","6","498.84","-34.98","NaN"
"OR","L'ORÃ©AL S.A.","","France","Euronext","EUR","18.00","0.34","13.33","20.21","2.03","14.21","0.82","5","6","1.66","4.25","6","13.92","3.43","NaN"
"ORA","ORANGE S.A.","","France","Euronext","EUR","3.33","0.23","2.13","6.62","2.85","3.26","0.98","0","1","1.34","4.21","6","2.82","0.90","NaN"
"PARRO","PARROT S.A.","","France","Euronext","EUR","-37.31","0.26","-23.57","-34.21","14.98","-25.05","15.09","0","0","20.23","12.48","6","-18.77","10.80","NaN"
"EKI","EKINOPS SA","","France","Euronext","EUR","-6.63","0.35","-1.94","-3.18","5.45","1.53","3.07","0","0","2.60","7.86","6","-6.88","-9.80","NaN"
"PLNW","PLANISWARE SA","","France","Euronext","EUR","24.46","0.08","33.93","25.68","2.67","31.90","2.15","6","6","2.22","1.99","6","25.25","12.51","NaN"
"PLX","PLUXEE N.V.","","France","Euronext","EUR","52.91","2.69","4.35","48.11","23.98","3.48","0.91","0","5","0.55","6.21","5","16.94","10.61","NaN"
"OVH","OVH GROUPE SA","","France","Euronext","EUR","","5.31","","-5.86","4.67","1.55","0.92","0","0","0.86","13.60","5","","10.68","NaN"
"POXEL","POXEL SA","","France","Euronext","EUR","104.25","-0.96","-78.45","198.42","388.91","-58.81","17.54","0","2","18.68","77.58","6","-1771.33","-61.55","NaN"
"PRC","ARTMARKET.COM","","France","Euronext","EUR","0.00","0.00","-0.43","1.60","1.42","0.87","1.22","0","0","1.23","1.51","6","0.01","1.74","NaN"
"OSE","OSE IMMUNOTHERAPEUTICS SA","","France","Euronext","EUR","-82.32","1.27","-39.63","-26.24","97.46","-1.81","54.56","1","1","11.12","36.97","6","-1439.06","8.44","NaN"
"ORP","ORPEA","","France","Euronext","EUR","704.66","4.85","-0.65","-86.63","839.30","-0.60","1.95","0","1","2.16","686.10","4","26.18","9.96","NaN"
"PROAC","PROACTIS SA","","France","Euronext","EUR","1.69","0.04","0.56","-15.64","25.83","2.38","2.13","0","1","2.15","27.93","6","2.02","7.69","NaN"
"PROL","PROLOGUE","","France","Euronext","EUR","155.89","12.00","-5.33","80.41","66.18","-0.31","5.91","1","3","6.03","64.41","4","-2.66","3.87","NaN"
"EL","ESSILORLUXOTTICA","","France","Euronext","EUR","","0.36","","","","","","","","","","0","","","NaN"
"RNO","RENAULT SA","","France","Euronext","EUR","-40.43","3.09","2.43","-9.95","26.50","2.64","0.54","0","0","1.72","29.88","6","-18.64","5.16","NaN"
"RUI","RUBIS SCA","","France","Euronext","EUR","10.58","0.75","7.12","11.97","1.26","8.22","1.52","0","2","0.85","1.04","6","4.76","-0.72","NaN"
"RXL","REXEL SA","","France","Euronext","EUR","10.78","0.94","7.69","10.42","4.11","8.05","2.27","1","3","2.53","11.85","6","3.05","0.68","NaN"
"EMEIS","EMEIS SA","","France","Euronext","EUR","-19.10","6.11","0.97","220.85","419.00","0.11","0.81","0","1","1.88","553.47","6","-5.07","6.50","NaN"
"S30","SOLUTIONS 30 SE","","France","Euronext","EUR","-75.23","3.55","-0.56","-33.72","35.95","0.95","1.47","0","2","2.66","37.14","6","-6.53","-8.12","NaN"
"FGR","EIFFAGE S.A.","","France","Euronext","EUR","17.30","1.77","4.64","18.74","1.34","5.03","0.38","0","5","1.29","5.06","6","5.61","8.04","NaN"
"EN","BOUYGUES SA","","France","Euronext","EUR","8.66","1.02","3.25","8.59","0.06","3.20","0.15","0","0","0.19","1.19","6","2.24","0.76","NaN"
"MMT","MÃ©TROPOLE TÃ©LÃ©VISION SA","","France","Euronext","EUR","8.11","0.08","7.55","13.12","5.15","12.32","4.55","5","5","5.27","5.09","6","8.59","-2.31","NaN"
"SAF","SAFRAN SA","","France","Euronext","EUR","55.65","0.34","6.00","27.09","30.50","5.83","0.40","0","2","2.51","13.24","6","23.36","14.84","NaN"
"RMS","HERMÃ¨S INTERNATIONAL SOCIÃ©TÃ© EN COMMANDITE PAR ACTIONS","","France","Euronext","EUR","25.21","0.12","40.14","28.31","3.02","44.46","4.22","6","6","10.91","6.16","6","28.50","9.17","NaN"
"TEP","TELEPERFORMANCE SE","","France","Euronext","EUR","11.49","1.20","6.66","12.80","1.92","6.87","0.68","0","4","0.75","2.12","6","4.87","10.61","NaN"
"NK","IMERYS S.A.","","France","Euronext","EUR","-13.92","0.85","2.70","-5.05","8.01","2.70","0.65","0","0","0.63","9.16","6","-12.16","-5.57","NaN"
"RCO","RÃ©MY COINTREAU SA","","France","Euronext","EUR","4.07","0.40","4.33","6.90","3.12","6.32","2.27","1","2","1.92","3.84","6","8.39","-11.50","NaN"
"NEX","NEXANS S.A.","","France","Euronext","EUR","18.62","0.94","5.60","15.93","2.71","6.14","0.77","0","5","1.87","4.97","6","4.58","0.13","NaN"
"ELIOR","ELIOR GROUP","","France","Euronext","EUR","10.86","1.56","3.36","-2.38","11.93","2.19","1.34","0","0","2.30","28.74","6","1.41","8.51","NaN"
"0115N","NATIXIS S.A.","","France","Euronext","EUR","","","","","","","","","","","","0","","","NaN"
"EDEN","EDENRED SE","","France","Euronext","EUR","-69.33","-5.66","4.90","-66.85","13.66","4.43","0.88","0","0","0.59","16.86","6","19.05","8.53","NaN"
"RF","EURAZEO SE","","France","Euronext","EUR","-5.93","0.19","-2.54","3.27","15.38","-1.50","1.76","1","2","3.57","5.74","6","-99.98","10.02","NaN"
"NANO","NANOBIOTIX S.A.","","France","Euronext","EUR","31.91","-1.13","-16.52","169.50","124.64","-64.61","54.15","0","4","21.10","163.14","6","-80.83","-0.69","NaN"
"NACON","NACON S.A.","","France","Euronext","EUR","","0.53","","3.46","5.64","0.24","0.89","1","0","4.78","4.53","5","","0.13","NaN"
"RI","PERNOD RICARD SA","","France","Euronext","EUR","10.14","0.78","6.63","11.01","2.52","7.02","1.03","0","2","1.06","4.14","6","15.28","-4.98","NaN"
"ELIS","ELIS SA","","France","Euronext","EUR","9.89","1.08","4.82","9.09","1.10","4.66","0.20","0","0","2.00","4.51","6","7.64","5.50","NaN"
"GET","GETLINK SE","","France","Euronext","EUR","12.17","1.84","5.32","12.75","0.57","6.15","1.22","0","4","3.48","20.81","6","20.06","-6.62","NaN"
"MLAAH","AMATHEON AGRI HOLDING N.V.","","France","Euronext","EUR","-31.87","1.12","-9.95","-23.61","7.46","-9.11","0.79","0","0","1.59","126.23","6","-173.77","-15.72","NaN"
"CS","AXA SA","","France","Euronext","EUR","19.56","1.22","","16.50","2.69","1.18","","0","3","0.13","5.33","2","9.42","4.14","NaN"
"GFC","GECINA SA","","France","Euronext","EUR","4.26","0.65","3.39","-2.71","10.95","2.78","0.75","0","0","0.27","10.10","6","52.35","1.36","NaN"
"1052P","BANCO COMERCIAL PORTUGUÃªS S.A.","","France","Euronext","EUR","","","","","","","","","","","","0","","","NaN"
"ML","MICHELIN (CGDE)","","France","Euronext","EUR","9.07","0.37","6.76","10.24","1.12","8.68","1.87","0","2","2.68","3.55","6","6.40","-4.24","NaN"
"WLN","WORLDLINE SA","","France","Euronext","EUR","-78.15","0.71","0.12","-30.34","41.52","0.76","0.75","0","0","0.91","42.14","6","-128.60","-6.51","NaN"
"SW","SODEXO SA","","France","Euronext","EUR","","","","11.08","9.60","4.67","1.00","0","2","1.07","11.39","5","","5.13","NaN"
"CVX","CARVOLIX SA","","France","Euronext","EUR","-47.70","0.54","-20.06","-46.87","1.61","-19.52","1.05","0","0","0.13","0.20","3","-357.92","","NaN"
"ETL","EUTELSAT COMMUNICATIONS S.A.","","France","Euronext","EUR","-33.64","1.19","-9.58","-10.48","22.40","-1.54","8.25","0","0","9.35","26.29","6","-88.92","4.85","NaN"
"AIG","ANDINO INVERSIONES GLOBAL, S.A.","","Espagne","BME","EUR","7.40","0.22","2.19","4.54","5.65","2.07","0.17","0","2","0.12","11.05","2","11.57","-24.72","NaN"
"SU","SCHNEIDER ELECTRIC SE","","France","Euronext","EUR","15.61","0.73","10.48","15.48","0.25","9.83","0.80","0","5","0.72","2.91","6","10.84","5.75","NaN"
"MERY","MERCIALYS SA","","France","Euronext","EUR","5.16","2.51","5.09","5.78","1.03","5.11","0.20","0","0","2.09","0.97","6","16.66","-0.42","NaN"
"MAU","ETABLISSEMENTS MAUREL & PROM S.A.","","France","Euronext","EUR","31.15","0.18","5.26","26.65","4.67","7.35","1.81","0","5","5.34","75.24","6","74.15","-7.99","NaN"
"MAAT","MAAT PHARMA","","France","Euronext","EUR","-511.92","8.56","-133.85","-261.00","223.47","-130.66","3.07","0","0","31.97","269.79","6","-686.58","42.50","NaN"
"GLE","SOCIÃ©TÃ© GÃ©NÃ©RALE SA","","France","Euronext","EUR","8.84","2.10","","6.68","2.12","","","","0","","3.28","0","13.37","8.88","NaN"
"LSS","LECTRA SA","","France","Euronext","EUR","6.97","0.31","3.98","7.32","0.30","4.56","0.59","0","0","1.73","1.04","6","5.05","3.01","NaN"
"LR","LEGRAND SA","","France","Euronext","EUR","16.83","0.90","9.85","16.79","0.40","10.15","0.37","0","6","1.49","1.58","6","13.21","6.13","NaN"
"FALG","FERMENTALG","","France","Euronext","EUR","-38.85","0.50","-25.19","-27.13","10.19","-22.12","2.66","0","0","2.33","8.51","4","-348.73","-15.24","NaN"
"EXENS","EXOSENS SAS","","France","Euronext","EUR","7.15","0.04","8.68","10.17","3.40","10.47","2.39","1","1","2.10","69.07","6","8.01","14.62","NaN"
"MC","LVMH MOÃ«T HENNESSY LOUIS VUITTON SE","","France","Euronext","EUR","16.24","0.53","9.78","20.87","5.36","11.61","2.10","3","6","3.46","7.52","6","13.89","-3.15","NaN"
"COV","COVIVIO","","France","Euronext","EUR","9.40","0.86","2.51","-1.19","12.25","2.56","0.31","0","0","0.25","12.05","6","83.09","6.68","NaN"
"MDM","MAISONS DU MONDE S.A.","","France","Euronext","EUR","-140.54","9.31","-1.31","-53.37","76.32","0.09","1.41","0","1","2.22","81.64","6","-41.70","-8.27","NaN"
"STM","STMICROELECTRONICS NV","","France","Euronext","EUR","46.10","0.28","35.59","33.68","11.86","25.83","10.30","4","4","5.91","5.25","4","24.59","25.63","NaN"
"TE","TECHNIP ENERGIES N.V.","","France","Euronext","EUR","16.75","0.55","4.59","18.51","1.70","4.59","0.21","0","6","0.37","3.51","6","5.10","9.54","NaN"
"DEC","JCDECAUX SE","","France","Euronext","EUR","13.04","1.66","4.59","12.84","0.34","3.94","0.57","0","3","3.01","29.00","6","8.30","5.57","NaN"
"FDJU","FDJ UNITED","","France","Euronext","EUR","16.26","2.32","4.98","31.38","13.59","8.11","3.15","0","4","3.05","12.76","4","4.78","18.44","NaN"
"FDJ","FDJ GAMING SOLUTIONS FRANCE","","France","Euronext","EUR","35.29","1.96","7.59","37.66","4.26","9.68","1.89","0","6","2.73","6.89","6","13.01","11.60","NaN"
"SMCP","SMCP S.A.","","France","Euronext","EUR","1.42","0.49","2.26","0.12","1.86","1.92","0.29","0","0","2.83","6.35","6","1.36","-0.53","NaN"
"SGO","COMPAGNIE DE SAINT-GOBAIN S.A.","","France","Euronext","EUR","11.72","0.71","7.56","11.78","0.09","7.87","0.28","0","2","2.43","5.27","6","6.40","-1.54","NaN"
"SGRO","SEGRO PLC","","Royaume-Uni","LSE","GBp","4.53","0.46","2.68","2.48","4.13","2.46","0.21","0","2","0.27","12.49","6","75.90","-1.55","NaN"
"SIGHT","GENSIGHT BIOLOGICS S.A.","","France","Euronext","EUR","46.42","-0.52","-52.32","69.63","38.33","-81.72","49.48","0","3","21.97","4963.30","6","-1203700.00","-97.19","NaN"
"DG","VINCI SA","","France","Euronext","EUR","15.43","1.10","5.41","16.00","0.59","5.46","0.06","0","4","2.27","7.55","6","6.97","4.08","NaN"
"ERF","EUROFINS SCIENTIFIC SE","","France","Euronext","EUR","9.50","0.97","5.55","7.79","1.67","4.98","0.69","1","3","1.45","3.59","6","6.48","5.83","NaN"
"SOI","SOITEC SA","","France","Euronext","EUR","-15.06","0.46","-0.91","1.21","14.49","6.20","6.98","4","3","8.64","15.84","6","-37.15","-22.17","NaN"
"TCH","TECHNICOLOR SA","","France","Euronext","EUR","39.55","-1.74","2.27","-38.51","71.09","-0.52","2.85","0","1","2.93","47.11","4","-4.83","-12.67","NaN"
"SPIE","SPIE SA","","France","Euronext","EUR","8.37","1.29","3.32","11.41","2.69","3.48","0.18","0","2","1.06","3.63","6","1.72","9.16","NaN"
"SRP","SRP GROUPE S.A.","","France","Euronext","EUR","-58.37","1.51","-11.19","-52.04","49.42","-4.66","5.99","0","1","7.10","66.01","6","-5.53","-9.15","NaN"
"DBV","DBV TECHNOLOGIES SA","","France","Euronext","EUR","-149.83","0.05","-323.27","-109.75","57.82","-242.84","87.38","0","0","113.35","58.59","6","","","NaN"
"SOP","SOPRA STERIA GROUP SA","","France","Euronext","EUR","14.72","0.55","6.81","12.64","2.48","6.29","0.67","0","4","1.25","3.15","6","5.39","1.62","NaN"
"DBG","DERICHEBOURG SA","","France","Euronext","EUR","11.49","0.75","5.08","11.13","3.40","5.89","0.83","2","3","2.44","5.93","6","3.71","-4.00","NaN"
"STLAP","STELLANTIS N.V.","","France","Euronext","EUR","-32.81","0.85","-10.31","-0.66","29.17","1.98","12.00","3","3","12.33","29.23","6","-14.55","-10.01","NaN"
"PHARM","PHARMING GROUP N.V.","","Pays-Bas","Euronext","EUR","1.02","0.42","5.36","-3.11","3.59","-1.92","7.47","1","1","9.50","7.60","6","0.67","23.83","NaN"
"PRX","PROSUS N.V.","","Pays-Bas","Euronext","EUR","-60.89","0.00","-50.12","-68.91","29.08","-86.42","54.11","0","0","58.87","28.74","6","","","NaN"
"ARCAD","ARCADIS NV","","Pays-Bas","Euronext","EUR","18.38","1.09","7.55","18.36","2.78","7.67","1.16","0","5","1.50","8.72","6","4.27","-1.29","NaN"
"AVTX","AVANTIUM N.V.","","Pays-Bas","Euronext","EUR","-72.43","0.00","-341.80","541.54","1044.11","-257.95","148.95","0","1","113.10","323.49","6","-132642.37","-82.49","NaN"
"APAM","APERAM S.A.","","Pays-Bas","Euronext","EUR","49.32","0.40","20.31","54.07","6.31","18.97","1.46","6","6","1.88","8.51","6","31.58","10.78","NaN"
"SBMO","SBM OFFSHORE N.V.","","Pays-Bas","Euronext","EUR","17.99","1.41","10.24","11.45","7.21","6.95","3.02","0","4","1.07","5.33","6","18.79","9.07","NaN"
"SIFG","SIF HOLDING N.V.","","Pays-Bas","Euronext","EUR","-15.59","1.17","-4.11","-2.86","11.39","-0.21","3.63","0","1","4.49","13.40","6","-5.77","14.64","NaN"
"SHELL","SHELL PLC","","Pays-Bas","Euronext","EUR","","","","","","","","","","","","0","","","NaN"
"FER","FERROVIAL SE","","Pays-Bas","Euronext","EUR","14.57","1.40","2.89","24.26","22.38","2.84","0.73","0","3","0.78","12.99","6","11.95","6.34","NaN"
"PNL","POSTNL N.V.","","Pays-Bas","Euronext","EUR","6.13","0.00","","5.20","2.38","","","","0","","4.61","0","96.75","40.94","NaN"
"INPST","INPOST S.A.","","Pays-Bas","Euronext","EUR","18.68","3.16","6.19","52.88","29.82","10.92","4.25","4","6","4.18","30.94","6","3.58","28.98","NaN"
"ASRNL","ASR NEDERLAND N.V.","","Pays-Bas","Euronext","EUR","5.65","0.88","3.70","9.84","4.15","2.95","0.65","0","2","3.42","21.02","4","4.31","-7.68","NaN"
"ERC","ER CAPITAL N.V.","","Pays-Bas","Euronext","EUR","9.65","0.42","","10.43","3.24","","","","2","","16.35","0","97.81","15.55","NaN"
"UNA","UNILEVER PLC","","Pays-Bas","Euronext","EUR","49.88","1.57","10.37","37.64","10.81","10.15","0.22","0","6","0.38","3.27","6","19.82","-1.15","NaN"
"IMCD","IMCD N.V.","","Pays-Bas","Euronext","EUR","10.22","0.84","7.08","13.84","3.49","8.46","1.32","0","4","1.75","3.93","6","4.55","3.72","NaN"
"REL","RELX PLC","","Royaume-Uni","LSE","GBp","","","","","","","","","","","","0","","","NaN"
"INGA","ING GROEP N.V.","","Pays-Bas","Euronext","EUR","12.91","3.52","","13.47","1.03","","","","3","","4.35","0","28.83","0.72","NaN"
"BAMNB","KONINKLIJKE BAM GROEP NV","","Pays-Bas","Euronext","EUR","22.76","0.40","4.95","17.35","7.30","4.11","0.84","0","3","3.65","21.89","6","3.00","5.96","NaN"
"ASML","ASML HOLDING N.V.","","Pays-Bas","Euronext","EUR","46.09","0.22","24.48","55.82","12.88","26.52","1.87","6","6","2.37","14.24","6","29.42","8.88","NaN"
"ENVI","ENVIPCO HOLDING N.V.","","Pays-Bas","Euronext","EUR","-12.72","0.26","-11.50","-5.52","7.22","-2.40","7.91","0","0","5.87","5.51","6","-11.87","1.55","NaN"
"UMG","UNIVERSAL MUSIC GROUP N.V.","","Pays-Bas","Euronext","EUR","33.78","0.75","10.07","45.56","11.00","9.96","0.56","1","6","0.62","10.74","6","12.31","6.11","NaN"
"ASM","ASM INTERNATIONAL NV","","Pays-Bas","Euronext","EUR","14.83","0.03","17.23","7.45","7.16","8.18","8.68","1","1","6.52","9.17","6","28.89","44.96","NaN"
"URW","UNIBAIL-RODAMCO-WESTFIELD","","Pays-Bas","Euronext","EUR","97.32","30.28","2.59","150.45","154.84","1.96","0.55","0","4","0.30","38.02","4","9.60","6.54","NaN"
"AZRN","AZERION GROUP N.V.","","Pays-Bas","Euronext","EUR","-95.19","14.38","-0.85","-45.98","62.54","-0.31","0.48","0","1","13.75","164.51","5","-6.77","2.46","NaN"
"RABO","STICHTING ADMINISTRATIEKANTOOR RABOBANK","","Pays-Bas","Euronext","EUR","","","","","","","","","","","","0","","","NaN"
"AMG","AMG CRITICAL MATERIALS N.V.","","Pays-Bas","Euronext","EUR","19.93","0.61","4.50","18.07","2.36","6.49","1.74","0","5","1.94","5.53","6","43.58","0.40","NaN"
"FFARM","FORFARMERS N.V.","","Pays-Bas","Euronext","EUR","14.01","0.40","11.03","8.32","6.95","7.59","4.39","0","1","2.21","2.43","6","1.73","2.95","NaN"
"SLIGR","SLIGRO FOOD GROUP N.V.","","Pays-Bas","Euronext","EUR","6.32","1.07","3.02","4.25","2.64","2.66","0.35","0","0","2.01","12.32","6","1.12","-3.38","NaN"
"IEX","IEX GROUP N.V.","","Pays-Bas","Euronext","EUR","12.34","0.46","9.40","14.73","3.00","10.50","1.35","4","6","2.63","2.42","6","13.96","2.77","NaN"
"AXS","ACCSYS TECHNOLOGIES PLC","","Pays-Bas","Euronext","EUR","16.21","0.23","3.33","14.29","5.97","2.98","0.50","0","2","0.36","7.54","2","15.70","7.21","NaN"
"DGB","DGB GROUP N.V.","","Pays-Bas","Euronext","EUR","224.17","-1.67","-26.44","41.78","161.29","-19.13","7.96","0","1","8.91","44.27","6","-4847.73","-72.17","NaN"
"FUR","FUGRO N.V.","","Pays-Bas","Euronext","EUR","-1.51","0.36","2.57","13.44","13.00","8.49","5.27","1","2","1.25","19.95","6","-1.16","-8.08","NaN"
"HAVAS","HAVAS N.V.","","Pays-Bas","Euronext","EUR","11.21","0.20","5.32","10.19","0.89","4.94","0.35","0","0","0.70","1.14","5","7.21","0.71","NaN"
"HEIA","HEINEKEN N.V.","","Pays-Bas","Euronext","EUR","9.94","0.94","4.75","8.61","3.03","4.79","0.94","0","2","2.63","7.00","6","7.44","-2.69","NaN"
"HEIO","HEINEKEN HOLDING N.V.","","Pays-Bas","Euronext","EUR","10.08","0.95","4.39","8.71","3.05","4.35","0.68","0","2","2.29","7.07","6","7.44","-2.69","NaN"
"ALLFG","ALLFUNDS GROUP PLC","","Pays-Bas","Euronext","EUR","0.12","1.58","2.72","-1.30","5.79","2.76","0.67","0","0","0.96","5.14","6","0.36","6.98","NaN"
"DSFIR","DSM-FIRMENICH AG","","Pays-Bas","Euronext","EUR","-5.05","0.29","1.94","2.96","9.00","0.55","2.21","0","2","2.70","9.41","4","-11.50","-7.80","NaN"
"EAS2P","EASE2PAY N.V.","","Pays-Bas","Euronext","EUR","4.32","0.00","-1.11","-8.76","11.92","-9.19","7.36","0","0","11.17","305.16","6","7.39","20.28","NaN"
"VPK","KONINKLIJKE VOPAK N.V.","","Pays-Bas","Euronext","EUR","19.01","0.83","4.67","15.56","3.20","4.92","0.29","0","3","0.66","9.44","6","48.50","-4.55","NaN"
"EBUS","EBUSCO HOLDING NV","","Pays-Bas","Euronext","EUR","-460.99","9.74","-36.15","-236.43","207.02","-45.94","10.02","1","1","10.97","263.21","6","-92.67","-13.53","NaN"
"ALFEN","ALFEN N.V.","","Pays-Bas","Euronext","EUR","-0.12","0.31","0.70","0.53","17.14","1.63","9.80","3","4","15.79","21.66","6","-0.04","-7.07","NaN"
"ECMPA","EUROCOMMERCIAL PROPERTIES N.V.","","Pays-Bas","Euronext","EUR","5.86","0.73","2.43","4.41","5.11","2.98","0.52","0","0","0.34","4.11","6","45.35","3.32","NaN"
"MT","ARCELORMITTAL S.A.","","Pays-Bas","Euronext","EUR","6.02","0.24","1.86","3.47","2.24","2.26","0.37","2","2","0.70","3.74","6","5.29","-5.21","NaN"
"AKZA","AKZO NOBEL N.V.","","Pays-Bas","Euronext","EUR","13.92","1.01","7.51","12.40","1.66","6.18","1.17","0","3","1.76","2.76","6","6.61","-2.42","NaN"
"HAL","HAL TRUST","","Pays-Bas","Euronext","EUR","12.27","0.77","11.43","22.68","9.41","15.00","3.28","3","5","4.45","48.03","6","5.82","-1.83","NaN"
"LKFT","LAKEFRONT BIOTHERAPEUTICS","","Pays-Bas","Euronext","EUR","9.92","0.00","84.07","9.92","","84.07","","1","0","","","1","28.85","","NaN"
"LIGHT","SIGNIFY N.V.","","Pays-Bas","Euronext","EUR","8.59","0.57","5.00","8.83","1.81","5.21","0.65","0","3","1.32","4.05","6","4.49","-7.27","NaN"
"GLPGA","GALAPAGOS NV","","Pays-Bas","Euronext","EUR","10.46","0.00","50.82","7.01","4.02","10.01","35.71","1","0","2.45","7.91","6","28.85","115.40","NaN"
"AALB","AALBERTS N.V.","","Pays-Bas","Euronext","EUR","5.95","0.45","5.67","8.80","3.82","6.99","1.78","0","3","1.66","3.54","6","4.85","-3.57","NaN"
"WKL","WOLTERS KLUWER N.V.","","Pays-Bas","Euronext","EUR","111.65","6.18","13.11","75.59","32.22","12.39","1.52","2","6","1.67","10.88","6","21.36","4.73","NaN"
"MICC","THE MAGNUM ICE CREAM COMPANY N.V.","","Pays-Bas","Euronext","EUR","17.88","5.14","13.32","20.34","2.25","15.09","2.66","4","4","1.71","2.66","4","3.88","1.90","NaN"
"CVC","CVC CAPITAL PARTNERS PLC","","Pays-Bas","Euronext","EUR","0.68","0.91","0.53","1.96","5.32","0.89","2.48","0","1","3.17","4.46","6","5.80","-48.34","NaN"
"AD","KONINKLIJKE AHOLD DELHAIZE N.V.","","Pays-Bas","Euronext","EUR","1.93","0.47","-0.50","0.62","1.85","0.29","1.12","0","0","0.79","1.31","2","42.46","-95.68","NaN"
"ADYEN","ADYEN N.V.","","Pays-Bas","Euronext","EUR","22.33","0.05","11.26","24.16","1.58","9.58","1.54","1","6","1.29","2.63","6","40.14","19.18","NaN"
"CCEP","COCA-COLA EUROPACIFIC PARTNERS PLC","","Pays-Bas","Euronext","EUR","22.89","1.29","7.34","19.96","2.93","6.59","0.75","0","5","1.16","6.31","6","9.47","6.86","NaN"
"TOM2","TOMTOM N.V.","","Pays-Bas","Euronext","EUR","-4.59","0.29","0.16","-8.80","3.65","-1.71","1.62","0","0","15.24","30.53","6","-1.15","-2.61","NaN"
"AGN","AEGON LTD.","","Pays-Bas","Euronext","EUR","10.42","0.39","0.31","5.22","6.41","0.13","0.20","0","0","0.18","5.83","4","3.65","15.73","NaN"
"NXFIL","NX FILTRATION N.V.","","Pays-Bas","Euronext","EUR","-23.56","0.27","-19.38","-20.16","3.02","-20.57","1.36","0","0","31.37","4.23","6","-202.60","32.36","NaN"
"NN","NN GROUP N.V.","","Pays-Bas","Euronext","EUR","1048.09","-3.35","-61.53","271.21","673.94","-63.11","4.86","0","3","25.56","98.50","6","-4138.49","8.82","NaN"
"BFIT","BASIC-FIT N.V.","","Pays-Bas","Euronext","EUR","3.54","7.97","3.26","1.61","2.13","2.84","0.39","0","0","4.84","32.80","6","1.01","16.47","NaN"
"BESI","BE SEMICONDUCTOR INDUSTRIES N.V.","","Pays-Bas","Euronext","EUR","28.69","1.25","34.75","33.96","5.38","40.24","6.25","6","6","17.82","5.30","6","22.26","1.07","NaN"
"OCI","OCI N.V.","","Pays-Bas","Euronext","EUR","11.07","0.14","-7.85","85.30","140.71","-4.76","2.71","1","3","4.74","23.65","6","16.92","7.10","NaN"
"THEON","THEON INTERNATIONAL PLC","","Pays-Bas","Euronext","EUR","43.02","0.32","58.60","51.72","9.09","53.20","5.34","5","5","13.59","5.62","5","19.14","57.03","NaN"
"PBH","PB HOLDING N.V.","","Pays-Bas","Euronext","EUR","10.22","0.55","6.98","12.01","1.66","7.81","0.72","0","4","0.46","10.25","6","17.48","-1.64","NaN"
"ACCB","ACCENTIS NV","","Belgique","Euronext","EUR","3.08","0.25","6.76","4.96","1.98","6.38","0.91","0","1","1.66","3.57","6","21.48","-8.95","NaN"
